"Sample_1"	"Sample_2"	"Sample_3"	"Sample_4"	"Sample_5"	"Sample_6"	"Sample_7"	"Sample_8"	"Sample_9"
"ENSG00000004700.15|RECQL"	7.72940964077506	7.82108059709839	7.83780765706741	8.36645800251327	7.50560876563098	8.50685699259239	7.93971536459766	8.57632554886421	8.2103045730923
"ENSG00000004766.15|VPS50"	6.87692793109798	6.91732160601671	7.50164581673206	8.1953903594768	6.63544038751462	7.98309529237035	7.26594117222829	7.38681805164508	7.78081431713309
"ENSG00000004776.12|HSPB6"	7.49136671119393	6.31168693966742	6.31168693966742	6.31168693966742	6.31168693966742	6.86298325337788	6.31168693966742	6.31168693966742	6.31168693966742
"ENSG00000004777.18|ARHGAP33"	6.9254670537741	8.22028059464139	7.8112165477243	7.32912778962977	7.42335224339238	8.10886944413752	7.23840324376546	6.70298006472386	6.88079383229601
"ENSG00000004779.9|NDUFAB1"	9.64780830290941	9.46218882894462	9.43809872521815	9.74314117020115	10.09063672825	9.63329361589779	9.65287492513348	9.78117318274332	9.41319256118532
"ENSG00000004799.7|PDK4"	7.30657439203514	6.31168693966742	8.71753096186891	7.56141096758211	6.63544038751462	6.4598600412793	6.31168693966742	7.41443442063882	6.54527796588652
"ENSG00000004809.13|SLC22A16"	6.31168693966742	6.31168693966742	6.58843892982313	6.96735754515717	6.4988672260433	7.01560918741252	7.26594117222829	7.58818957349732	7.56350381707516
"ENSG00000004838.13|ZMYND10"	6.55396622371898	6.31168693966742	6.31168693966742	6.79242538906394	6.31168693966742	7.42267091237033	6.31168693966742	6.31168693966742	7.38369039130954
"ENSG00000004848.7|ARX"	6.31168693966742	6.31168693966742	6.31168693966742	6.31168693966742	6.31168693966742	6.31168693966742	6.31168693966742	7.1394715700851	6.31168693966742
"ENSG00000004864.13|SLC25A13"	8.66551759249986	8.03724987188549	8.46596258945501	8.41708416617847	7.33312551151108	8.34332402591869	8.30334951868368	8.1661267426413	8.3623315185436
"ENSG00000004866.20|ST7"	7.05119700243062	6.58412318769724	7.60449220832155	7.48638123687476	7.15787483868476	7.68150058823087	7.77548401834128	7.60325883631209	7.6514127266076
"ENSG00000004897.11|CDC27"	9.13130815331082	8.64995809814573	8.64528563371222	8.16547967365269	7.74988381588739	8.22723648280047	7.86055465008914	7.92990804359128	8.25601419913673
"ENSG00000004939.13|SLC4A1"	6.31168693966742	6.31168693966742	6.31168693966742	6.31168693966742	6.31168693966742	7.43160397944514	6.54710840976534	8.4620042581452	6.31168693966742
"ENSG00000004961.14|HCCS"	8.38979866439494	9.04332527001069	8.85604703724051	9.07677990092888	8.05749148285832	8.58811876943073	8.37371618212364	8.98997149317682	8.85146059644357
"ENSG00000004975.11|DVL2"	10.4714285688707	10.0507095387347	10.474256471784	10.4758286932291	10.09063672825	9.64402507364873	10.5707948374664	10.1657245791901	10.2484937714124
"ENSG00000005001.9|PRSS22"	6.48310479713465	7.14116770023178	7.77289570688834	7.08489358873282	6.31168693966742	7.16362453236632	7.1803496904475	6.31168693966742	6.31168693966742
"ENSG00000005007.12|UPF1"	9.86306756723123	8.47420989691475	8.62310707820189	8.4658049877829	9.87987985034014	8.19646293023132	8.84191413034268	8.97523620576876	8.62133891848048
"ENSG00000005020.12|SKAP2"	8.3160981720731	7.86169423311029	8.79595511315437	9.70871574534389	9.75024269605769	9.57035696121762	9.07507611416589	10.3049921914224	9.80199738373129
"ENSG00000005022.5|SLC25A5"	11.8578947249685	11.9023181836924	11.8431912968775	11.2478462916241	10.9989306532537	11.1803403927628	11.3824274084903	11.3745939475511	11.3869991344838
"ENSG00000005059.15|MCUB"	11.1521819814416	11.5290213067307	11.2450409118362	11.0253125869706	10.4101215389327	10.8724640905943	11.4153014182276	10.9327283167488	11.0851478533079
"ENSG00000005075.15|POLR2J"	10.6396976744495	10.7735596005158	10.6215389427251	10.1679378503127	10.6556653841667	10.1240946697458	10.6897285201842	10.5606014506732	10.2688550361965
"ENSG00000005100.12|DHX33"	8.46917314287618	6.85416783327247	6.89567197637144	8.20715608969043	7.25015833270812	8.02479320150613	7.48115511883848	8.31657308560551	7.11955245924856
"ENSG00000005102.12|MEOX1"	6.31168693966742	6.64510532488287	6.50752993340857	6.55288877209104	7.64065224481014	8.0400620874322	8.05242435376576	8.07119878811773	7.46185058960988
"ENSG00000005156.11|LIG3"	8.68200684000719	8.68144079665689	8.41128474258753	9.29039771449991	8.55087488047156	8.42022334984633	9.17026162236908	8.77909049469826	8.47617427267057
"ENSG00000005175.9|RPAP3"	8.22628662468344	8.41209754536816	8.19332983675972	8.47057822944535	8.6545663001706	8.29897702750922	8.15548243161576	8.84856382288784	8.25601419913673
"ENSG00000005187.11|ACSM3"	7.73824982704269	7.86169423311029	7.35342407761046	6.31168693966742	6.92822688965718	6.31168693966742	6.71855180168566	7.94646617947602	6.31168693966742
"ENSG00000005189.19|REXO5"	6.73034967547132	7.49815101159562	7.15398823003488	6.98848053615274	7.54426527386056	7.30803815357976	6.47824729923188	6.82290290039096	6.89237482530002
"ENSG00000005194.14|CIAPIN1"	10.3558800892785	10.0053025216957	10.1227247341364	9.94040716825193	10.4591339543497	9.66072601372289	9.99696618483568	10.0219916522584	9.91076912004446
"ENSG00000005206.16|SPPL2B"	9.8700585704953	10.0192757373523	9.70727830937559	9.33905045136187	10.4299280894714	9.67274953556151	9.46216282614318	9.23958227914009	10.1347144324874
"ENSG00000005238.19|FAM214B"	9.32625797240069	9.85969405503526	10.3100923314781	9.01144356545774	9.13985456117421	9.61158322330417	9.22074097379146	10.481208998074	9.61511765808457
"ENSG00000005243.9|COPZ2"	7.25003515682639	8.74227032832738	7.35342407761046	7.42900690421848	8.54004462798951	7.83028008787713	6.99248012401365	6.45997028948342	7.1737760380174
"ENSG00000005249.12|PRKAR2B"	7.84716927437944	7.14116770023178	8.06175193592918	8.51737600761128	7.65209277807632	6.4598600412793	8.69700387198236	10.2640233024244	9.22926831929104
"ENSG00000005302.17|MSL3"	9.32625797240069	9.07863876299532	9.02398611527821	9.62086442376806	9.40904983762912	9.71984800431409	9.46873506098721	9.07980063377706	9.24323955942738
"ENSG00000005339.14|CREBBP"	9.45355159516023	9.80302915429419	9.77093234627331	8.53109574544935	10.5459371221171	9.61470519725273	9.66052714876397	8.30026004158863	8.56642151591349
"ENSG00000005379.15|TSPOAP1"	9.21425819439553	7.40992973771117	7.91404601168475	9.37874901381698	10.0888545153716	9.44771690470215	9.14844602268095	7.90177697723855	8.95334989695445
"ENSG00000005381.7|MPO"	8.2027951442867	8.28514648422374	7.59795147879969	7.44076226843388	8.28232441425998	6.80098901984298	6.31168693966742	8.42156297863971	9.84552086765195
"ENSG00000005436.13|GCFC2"	8.33759173996897	8.73232139808873	8.01753451107643	8.44653524063913	7.0750560413543	8.25727243356424	7.52291535795605	8.03105141791617	8.00840531724743
"ENSG00000005448.16|WDR54"	9.85251618483457	10.1319094529928	8.50933038366232	9.56626511555038	10.432735381841	10.6603579447007	10.2714253804774	8.89123179527504	9.22799123216076
"ENSG00000005469.11|CROT"	6.99145613614047	6.6964018103013	7.13211660671704	7.54054638966856	7.09666385179298	7.44045282202264	7.45958097415996	7.10069882917951	7.68202092803747
"ENSG00000005471.15|ABCB4"	7.42182152493414	7.29502402093365	7.1959355363877	7.84090194957042	7.13802766534034	6.80098901984298	6.68330586563341	6.45997028948342	7.51905354065181
"ENSG00000005483.20|KMT2E"	12.3377105607686	12.2042127292831	12.4174790508568	11.557624872233	11.4337623035587	11.6394635592889	11.6294397662634	10.7788631956756	11.4859203022007
"ENSG00000005486.16|RHBDD2"	13.1242898755765	13.1207490530883	12.8199446554382	11.5290980360024	11.221813204182	11.1907420875499	11.6182883916698	11.1150215693559	11.3048049938987
"ENSG00000005513.9|SOX8"	6.55396622371898	6.6964018103013	6.31168693966742	6.31168693966742	6.89993481661979	6.31168693966742	6.31168693966742	6.31168693966742	7.23833993725794
"ENSG00000005700.14|IBTK"	7.95384323891867	7.66595047578051	7.42656613988555	8.05797495294609	7.65209277807632	7.31817590577708	8.26665239911325	7.94646617947602	7.29172578887877
"ENSG00000005801.16|ZNF195"	8.321505603846	8.29911965848033	7.57807513234399	8.58021335170332	8.04950624755957	8.97367411924844	8.0587344376242	8.11482925396966	8.25072213143926
"ENSG00000005810.17|MYCBP2"	10.3484172180254	9.34565884092796	9.69574239291872	10.274626446675	10.6338931594547	10.2076863072842	10.5257367621628	10.0995574353249	9.93342077758355
"ENSG00000005812.10|FBXL3"	8.40505651068309	8.56217202791413	8.68590222211486	7.44076226843388	7.70751374310175	7.70209578040299	8.10200780078274	8.17522869928179	8.05591016263945
"ENSG00000005844.17|ITGAL"	11.4768064003419	11.9549088144285	11.0304848042033	11.9041305184264	12.7382958351139	12.1359695946433	12.4922804416662	11.7129522120136	11.8898145090274
"ENSG00000005882.11|PDK2"	9.40594928778591	9.75361857264916	8.87704568224715	9.69900283099111	9.15375953783036	9.33253109519517	9.32138791492869	9.3792237274227	9.34672787000222
"ENSG00000005884.17|ITGA3"	6.31168693966742	6.31168693966742	6.31168693966742	6.76163418703445	7.33312551151108	7.21086418687741	6.80917704221885	6.67411163224895	6.4285780975661
"ENSG00000005889.15|ZFX"	8.76154336366161	8.2053992817252	8.6778770211567	8.66098725848869	9.39165721954097	8.18303818502722	8.25059302706191	8.25428604469912	8.62332989524123
"ENSG00000005893.15|LAMP2"	9.14596808413832	8.80520910168049	9.62177079204763	9.41497251251233	8.94507100293084	8.98596018168535	8.80004893422354	9.83965511415186	10.0096121762333
"ENSG00000005961.17|ITGA2B"	12.2773069375722	10.2243114774821	11.1935345857604	11.9174779926533	10.6338931594547	7.00042682024364	11.0642037337364	13.5098852376616	12.026949821723
"ENSG00000006007.11|GDE1"	10.1450777777834	10.7933659874673	10.3472379937281	9.79326153760262	10.0870700745287	9.46516171921917	9.66813821687956	10.0007333806905	10.0358140563078
"ENSG00000006015.17|C19orf60"	12.0250697743151	11.7161900195228	11.5187018781687	11.2524647905812	11.7376100449302	11.8851873769111	11.7578137847584	11.3631292630616	10.7503128378438
"ENSG00000006016.10|CRLF1"	6.65392135736542	6.64510532488287	6.99813456868733	6.55288877209104	6.31168693966742	6.60764418571651	6.31168693966742	6.52129916431147	6.64167568698041
"ENSG00000006025.11|OSBPL7"	9.09245001416351	8.63393385134851	8.88627550825384	8.3869475858479	7.13802766534034	9.03875137422405	9.21812933862413	8.14771939379266	9.18649323649706
"ENSG00000006062.14|MAP3K14"	9.58313697937528	10.0370424148457	10.415654256414	9.65143040183735	9.22456101075164	9.6131450723239	9.42883281596583	9.08892481488633	9.26704675865818
"ENSG00000006118.14|TMEM132A"	7.32014244439896	6.31168693966742	6.50752993340857	7.57168339571563	8.0004462155152	6.31168693966742	7.78349032207583	7.76904852415898	6.92574040943756
"ENSG00000006125.17|AP2B1"	9.65594159300967	9.246282450304	9.34055482237431	9.65947099914737	10.3856967372973	10.0932526721374	9.88747321971691	9.75029394804948	9.67213924910115
"ENSG00000006194.9|ZNF263"	9.9247831144262	9.97898316983345	10.2590159885343	8.95949480257949	9.76822688744427	9.91813294442434	10.2195595176474	9.79223747034003	9.60538642832315
"ENSG00000006282.20|SPATA20"	10.1378718441478	9.87516363253856	9.90144700890385	9.88336262748463	9.75250322810725	9.54928342180378	9.99395183970666	9.97067195086487	9.50524521534281
"ENSG00000006327.13|TNFRSF12A"	7.42182152493414	7.96650255334258	9.34220987050476	6.48234158957218	6.80486206024889	7.58729708247573	6.95186559318879	8.44744349156085	7.47778917701796
"ENSG00000006432.15|MAP3K9"	6.48310479713465	8.19033835253833	7.42656613988555	7.00891919490779	7.26741445177063	7.95082965527446	6.71855180168566	6.45997028948342	6.92574040943756
"ENSG00000006451.7|RALA"	9.9447742315717	9.83277674630988	9.75003020265856	9.20164371450202	9.39747874322416	9.17110327424062	9.04874379066555	9.39938248078972	9.31107110120309
"ENSG00000006453.13|BAIAP2L1"	7.52434637021832	6.6964018103013	6.74827368636133	6.82129586663018	6.57621483348849	6.31168693966742	6.31168693966742	7.66848779629539	6.31168693966742
"ENSG00000006459.10|KDM7A"	8.69017589598092	8.69690860850174	8.94479484977596	8.7175247079051	8.17861097624396	8.54132699313135	8.21784563334943	8.09563065353808	8.96421614563914
"ENSG00000006530.15|AGK"	9.52206410057977	8.8833353755962	8.27631791079282	8.68551036750944	9.12580872938167	8.91053567019238	8.53449687799673	8.3564657881303	8.86149897053214
"ENSG00000006534.15|ALDH3B1"	10.0407268684833	10.4321581351239	11.1391779362088	10.4656151056329	8.57227227717571	8.91311794207449	9.94483436251117	11.3622081331999	10.4060368210224
"ENSG00000006555.10|TTC22"	7.65595213000245	7.86169423311029	7.72740934126821	7.99694830014182	8.43243473964778	8.26992883925255	8.21230356141981	7.25614054643273	7.7768710143002
"ENSG00000006576.16|PHTF2"	8.91128259388861	9.1243621688969	8.98174788434552	8.3869475858479	8.22113171179419	8.40520601470558	8.08365058958027	9.20237455305519	8.79137656000638
"ENSG00000006607.13|FARP2"	7.76434982984905	7.71257211992798	8.09599571818985	7.58185283162694	7.43756469601886	7.86015133131826	7.93971536459766	7.1519577228966	7.50889955322564
"ENSG00000006625.17|GGCT"	8.03133075119575	7.80021208777043	7.5509538048615	7.96164280810037	8.43243473964778	8.21852107290881	8.13791493011745	8.24145155008872	8.15142547042788
"ENSG00000006634.7|DBF4"	9.40594928778591	9.3803979296738	9.19769993577205	8.44653524063913	8.41460112573239	8.08960502606246	8.53881215759047	7.12677328316162	7.63351519811403
"ENSG00000006638.11|TBXA2R"	9.6147992077479	8.41844422024486	7.60449220832155	8.5889509320976	7.28432184524034	8.29074526259263	9.82090235846677	10.5081644197889	9.37346272554005
"ENSG00000006652.13|IFRD1"	9.90280448880775	9.70490469482607	9.66055987720836	10.0296507704895	9.50911371044155	8.86319915380811	9.67381977974789	9.76300769685161	9.10238168946919
"ENSG00000006695.10|COX10"	7.78984638173829	8.41209754536816	7.46484199294249	8.25877455937986	7.89576705004741	7.99890372392242	8.23432614080975	8.58624273714109	8.05280094416514
"ENSG00000006704.10|GTF2IRD1"	6.31168693966742	6.31168693966742	6.70247790248969	7.66913148964701	6.4988672260433	7.32819685017449	6.31168693966742	6.45997028948342	6.4285780975661
"ENSG00000006712.14|PAF1"	10.3694618296063	9.75361857264916	9.59990545026302	9.48473220060964	9.50104153809192	10.222003212959	9.32623483237373	9.58331990566048	9.64391576349233
"ENSG00000006715.15|VPS41"	7.49136671119393	7.44025759386273	8.11276284865772	9.2071867278081	7.93171062598634	8.77188787829434	8.67385626279224	8.71485266588007	8.95334989695445
"ENSG00000006740.16|ARHGAP44"	6.31168693966742	6.8195005479664	7.07440037287123	6.48234158957218	6.31168693966742	6.4598600412793	6.64425585525209	6.60786381592726	6.9364441016089
"ENSG00000006744.18|ELAC2"	9.69985802011843	10.3207873799471	8.64253342246594	9.68134996265286	9.95626262561793	10.0387789378487	10.1935597916739	10.2699483051901	10.5444262719491
"ENSG00000006747.14|SCIN"	7.25003515682639	6.31168693966742	6.31168693966742	6.69239922398189	6.31168693966742	6.31168693966742	6.31168693966742	6.31168693966742	6.31168693966742
"ENSG00000006756.15|ARSD"	8.34290909766693	7.34609632069177	7.99019787586774	9.1038615175073	8.58809606401512	7.34790206235064	8.31364242120707	8.06625280814635	9.19174868946484
"ENSG00000006757.11|PNPLA4"	6.31168693966742	7.3785745050329	7.1752463247379	7.62155005786108	8.76922037852936	7.56428211849533	7.42627465008883	7.30875196240924	8.74857836028809
"ENSG00000006831.9|ADIPOR2"	9.24989513416433	8.41209754536816	8.72532306525454	8.88118919465184	8.87912213805315	8.55486611079145	9.33347387245291	9.39391330468296	8.8070828682763
"ENSG00000006837.11|CDKL3"	7.17339767756727	7.16212015215933	6.74827368636133	6.55288877209104	6.89993481661979	7.04495969390819	7.01184386837913	6.45997028948342	6.31168693966742
"ENSG00000007001.12|UPP2"	6.31168693966742	6.91732160601671	6.31168693966742	6.31168693966742	6.31168693966742	6.4598600412793	6.31168693966742	6.31168693966742	6.31168693966742
"ENSG00000007038.10|PRSS21"	6.73034967547132	7.27730458784974	7.85346727802482	7.7146702041987	6.4988672260433	7.15134951323334	7.96721582531121	7.12677328316162	8.34521626594064
"ENSG00000007047.14|MARK4"	7.34666235760192	8.80520910168049	8.85839628121768	8.25877455937986	10.1533584065243	7.47504506616113	7.80716933907993	8.48710080118095	8.43779990446355
"ENSG00000007080.10|CCDC124"	10.7342261207109	11.3122385846107	10.9551320020504	10.7858239984292	10.9606092443463	10.6346495756941	10.9465246916253	11.1007283320505	10.6307361785314
"ENSG00000007129.17|CEACAM21"	7.8147720513502	8.22765538686343	8.16173092077706	7.96878881691913	7.83002928936315	8.4164853201942	7.39173817883256	9.42462726534922	8.83795976165783
"ENSG00000007168.12|PAFAH1B1"	8.03813149609123	8.84253446228539	9.02398611527821	8.4658049877829	8.85354556219196	8.57159697666554	8.66605055491903	9.09798917637761	8.94866643226998
"ENSG00000007202.14|KIAA0100"	8.26636695167597	8.4862846837258	8.3780088320572	8.59763126703241	8.54547087917806	8.67395015023105	8.49945490482496	8.76763625370853	8.2103045730923
"ENSG00000007237.18|GAS7"	9.10752481225341	9.63636539948646	10.3984610071532	10.5857207672685	9.62989450737959	9.602175704383	9.43556234649771	10.9976781173058	10.244760384228
"ENSG00000007255.10|TRAPPC6A"	11.4858779564977	10.5257686918827	11.0314970421191	11.2171218692507	11.6464915140187	10.7927067588674	11.7551605047462	10.2002823891214	10.5204713758151
"ENSG00000007264.14|MATK"	11.2770140782395	11.8555029972936	11.3980032797581	11.2920966875385	11.9841277449364	12.1747045870987	12.0908490252679	10.1411348872166	11.5342152152101
"ENSG00000007312.12|CD79B"	11.1592903624082	11.0511390273377	10.4372423897526	11.6835924654062	13.0695578688605	12.6171214213416	10.6672826738889	10.9376871464253	12.1161535939525
"ENSG00000007314.12|SCN4A"	6.31168693966742	6.31168693966742	6.87943038381645	6.31168693966742	6.31168693966742	6.31168693966742	6.31168693966742	6.31168693966742	6.31168693966742
"ENSG00000007341.18|ST7L"	8.2607187178425	8.24952316402826	8.29083632551358	8.24180314173919	7.85866750409014	8.29074526259263	8.08980047274732	8.17068607965601	7.75694078932459
"ENSG00000007350.16|TKTL1"	8.13580703373034	7.20238541105023	7.75038826821845	7.46384362072694	7.15787483868476	10.6611071480099	8.60190360661122	7.3388381226392	6.96744439752023
"ENSG00000007376.7|RPUSD1"	10.4816919438406	10.8971370509782	10.2796658007837	10.1651307827738	10.5677987282787	10.186981635847	10.4963085171248	10.4511344046612	10.498199118235
"ENSG00000007392.16|LUC7L"	9.48593944376276	9.46218882894462	9.16990610257307	9.27730781824851	9.12933355467997	10.1273600025069	8.58120574802491	8.6846073005608	8.72849916223581
"ENSG00000007402.11|CACNA2D2"	9.32881818700231	8.2638933256515	8.30161707642424	7.06667802474562	7.7394447928209	7.25546177448001	8.40750394307816	7.50103428230864	7.88595459616756
"ENSG00000007516.13|BAIAP3"	6.79455805827613	6.50447135136266	7.99019787586774	8.48949860086717	7.17721733972089	7.81810725709939	8.33398208627198	6.31168693966742	7.18858593189602
