"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000026751.16|SLAMF7"	757.440354107591	1.75151546657663	0.556786440282285	3.14575812171113	0.00165656944734432	0.0311060425554337
"ENSG00000028277.21|POU2F2"	2152.49646440059	1.49756137604224	0.46084129620685	3.2496249541188	0.00115557298492139	0.0242396638494957
"ENSG00000030110.12|BAK1"	1127.49082116654	-1.50065780065854	0.360419751846351	-4.16363918173465	3.13214949183847e-05	0.00197362558098375
"ENSG00000033011.11|ALG1"	568.465603440834	1.34156006774691	0.410918191422207	3.26478626585916	0.00109546704506109	0.0233574157290414
"ENSG00000033100.16|CHPF2"	1453.78365144686	-1.05603546707886	0.326006561659937	-3.2393073982984	0.00119820360129697	0.0249045134444281
"ENSG00000033327.12|GAB2"	412.300697135665	-1.8778692856965	0.632812691545386	-2.96749624460055	0.0030023595022574	0.0461113826444967
"ENSG00000038274.16|MAT2B"	1626.99761635084	1.13898055173651	0.309078888605819	3.68508039120425	0.000228630464345943	0.007979965095058
"ENSG00000039600.10|SOX30"	17.7651351668068	8.09361684819591	2.18444468004661	3.70511412906241	0.000211295571718387	0.00760377879082287
"ENSG00000047849.21|MAP4"	1669.70334837221	1.07259929832966	0.325470515213648	3.29553445916774	0.000982346550279858	0.0219518002427934
"ENSG00000048462.10|TNFRSF17"	62.5926697728313	5.64448310887448	1.32803395707223	4.25025510742077	2.13527179872392e-05	0.00154029425408402
"ENSG00000054392.12|HHAT"	53.499151627952	3.19095033091708	1.01224119556101	3.15236165541412	0.00161955545725909	0.0306638397857772
"ENSG00000056097.15|ZFR"	1090.29563860402	-1.18909900034959	0.34154999047221	-3.48147865179442	0.00049865352903044	0.0134056232037155
"ENSG00000057019.15|DCBLD2"	9.26274928084244	6.23774209903028	2.05357903302912	3.03749794807232	0.00238551028778163	0.0393276163472749
"ENSG00000057757.9|PITHD1"	1076.98444393087	-1.45422821412703	0.300286367977478	-4.84280463319633	1.28019147622693e-06	0.000208253188918466
"ENSG00000058063.15|ATP11B"	369.503512127153	-1.16510254781117	0.365130145705896	-3.19092400754452	0.00141818576529045	0.0280505179531767
"ENSG00000059573.8|ALDH18A1"	277.505625293478	1.62308430246825	0.521699066212646	3.11115048422701	0.00186359942585839	0.0335754900012222
"ENSG00000059691.11|GATB"	222.576195119949	2.86096107521123	0.585736398082871	4.88438329012031	1.03753075324297e-06	0.000181628116419721
"ENSG00000064547.13|LPAR2"	600.624762314579	-1.9617348814639	0.510459153627209	-3.84307905446352	0.000121500309989538	0.00519685675281138
"ENSG00000064703.11|DDX20"	207.688889197189	-2.50776094013184	0.534106914360449	-4.69524148200681	2.66291951775528e-06	0.000359764940271649
"ENSG00000064995.16|TAF11"	444.767928130431	-1.42071173179124	0.369532049429844	-3.84462385328493	0.000120737493672481	0.00519685675281138
"ENSG00000065268.10|WDR18"	1678.9181340545	1.18729703393545	0.374006477352933	3.17453601963973	0.00150076262885717	0.0291526458261075
"ENSG00000065989.15|PDE4A"	924.756357563906	-1.30831429695816	0.44683169372276	-2.92798007692336	0.00341171905984198	0.049542736895456
"ENSG00000066422.4|ZBTB11"	133.240678110891	-1.59646267414982	0.451594143315259	-3.53517134307768	0.000407510823661453	0.011833401731896
"ENSG00000067596.10|DHX8"	862.223651756515	-1.29310697949439	0.333489356556983	-3.87750599552775	0.000105532727741492	0.0046733409601524
"ENSG00000068079.7|IFI35"	1748.57150317481	2.04663101593927	0.34853354079706	5.87212068961522	4.30255318159533e-09	2.74365211283971e-06
"ENSG00000069667.15|RORA"	1069.41845790984	-1.49710036439768	0.408266711995849	-3.66696652068194	0.000245444916045095	0.0083644973163011
"ENSG00000070061.14|ELP1"	414.602892722412	1.78548515648115	0.496630522038898	3.59519819513087	0.000324144710481448	0.0101752129155725
"ENSG00000070761.7|CFAP20"	1039.07352141621	-2.02910706635057	0.371683407602453	-5.45923499636247	4.78190493511008e-08	1.85110495758958e-05
"ENSG00000071073.12|MGAT4A"	925.818362125897	-1.30785495180563	0.418009333879162	-3.12876973264839	0.00175539813214419	0.0322114636129782
"ENSG00000071205.11|ARHGAP10"	191.184459592789	1.89805101087291	0.436023749020531	4.35309089272459	1.34231464465925e-05	0.0011262726350083
"ENSG00000072364.12|AFF4"	1526.17189794574	-1.0765701199261	0.36689087578496	-2.9343060593229	0.00334294393758875	0.0490327906722931
"ENSG00000072952.18|MRVI1"	30.8618200009752	7.42489175495087	2.12736003662353	3.49019048357014	0.000482676373085331	0.013172284678793
"ENSG00000073605.18|GSDMB"	43.3051610370626	3.49829499442662	1.06490581374618	3.28507455708233	0.00101955388604721	0.0224189352432615
"ENSG00000073849.14|ST6GAL1"	1663.7577079041	1.95775206930864	0.362234737817639	5.40465025829256	6.49349694465383e-08	2.40742623934119e-05
"ENSG00000075240.16|GRAMD4"	241.106041611615	2.18143372226398	0.622857666775325	3.50229890170215	0.00046126183720285	0.0128665540335937
"ENSG00000076053.10|RBM7"	308.027141605279	-1.24742493213731	0.418239667652657	-2.98256006929807	0.00285848548449738	0.0445019292908762
"ENSG00000076706.16|MCAM"	44.0473025034725	-9.37673861461599	1.60697711074025	-5.83501690966627	5.37851121294002e-09	3.29785483679576e-06
"ENSG00000077348.8|EXOSC5"	638.339011366275	2.31719345176174	0.503661050274356	4.60070011468925	4.21073272762298e-06	0.0004760815683955
"ENSG00000077380.15|DYNC1I2"	255.780593256666	1.83403424913041	0.594041974752189	3.08738157753161	0.0020192821014524	0.0354140761951092
"ENSG00000078269.14|SYNJ2"	302.436245470025	-1.50125116038422	0.508736112753279	-2.9509427830068	0.0031680559791288	0.0476014593961086
"ENSG00000078589.12|P2RY10"	386.531932657966	-1.70803126044639	0.487778550316734	-3.50165307461204	0.000462381270685053	0.0128665540335937
"ENSG00000079308.16|TNS1"	58.7004077220008	-4.74505404950586	1.09065777401608	-4.35063515114677	1.3574375654043e-05	0.00113299841192018
"ENSG00000080546.13|SESN1"	755.532175830003	-1.18456492140762	0.351446275897314	-3.37054338784267	0.000750200912450483	0.018203505245488
"ENSG00000081386.12|ZNF510"	20.5727036861655	-4.37948773342158	1.4140765668535	-3.09706548858701	0.00195446690779923	0.0345433608028108
"ENSG00000081692.12|JMJD4"	559.796833954984	1.35256594833525	0.39342539463734	3.43792232726116	0.000586195818837305	0.0152110398909593
"ENSG00000083457.11|ITGAE"	330.15604416703	-1.30122332675847	0.435068884351225	-2.99084437789399	0.00278207234351591	0.043653343799538
"ENSG00000084463.7|WBP11"	1274.29285166906	-1.28916732618811	0.253176245649808	-5.09197584030563	3.54351264966229e-07	8.99171105889675e-05
"ENSG00000085741.12|WNT11"	35.3361156633592	-6.91003398335256	1.58329431043647	-4.36433955317358	1.27507393559826e-05	0.00111429195180735
"ENSG00000086062.12|B4GALT1"	2810.13350623308	-1.0153341896709	0.334036567629599	-3.03958993734114	0.00236900458080842	0.0391770446340744
"ENSG00000086506.2|HBQ1"	74.7573979198694	3.34617936415247	1.05390330998532	3.17503449552603	0.00149818689820779	0.0291526458261075
"ENSG00000087074.7|PPP1R15A"	26849.6413365392	-1.08428390429136	0.303377976646885	-3.57403631033312	0.000351520150666849	0.0107561117887349
"ENSG00000088888.17|MAVS"	775.98650039362	1.63122229057488	0.467556942337002	3.48882059674164	0.000485156645682503	0.0131985789171851
"ENSG00000088986.10|DYNLL1"	1340.31782828571	2.77483648329485	0.314197207249285	8.83151224540733	1.03269889048478e-18	8.2316428560542e-15
"ENSG00000089012.14|SIRPG"	860.184131155828	1.69579983283598	0.396236215702274	4.27976990904379	1.8708662746738e-05	0.00142705024645214
"ENSG00000089127.12|OAS1"	1240.54212387288	3.30076760014094	0.623724352738289	5.2920293806869	1.20966452167241e-07	3.8568943609003e-05
"ENSG00000089177.18|KIF16B"	110.549954929234	3.81906262151825	0.559584473498329	6.82481877605144	8.80363786022335e-12	2.0049656395383e-08
"ENSG00000089818.17|NECAP1"	696.348825526913	-1.34406799101599	0.311121639038338	-4.32007235231351	1.55978051903768e-05	0.00123099114032172
"ENSG00000090861.15|AARS"	369.298146351895	1.72181271082405	0.483512675439529	3.56104978894063	0.000369375026581604	0.0111684899336487
"ENSG00000090975.12|PITPNM2"	166.072611751387	1.96699961660451	0.625177085704543	3.14630792071945	0.00165345827490229	0.0311060425554337
"ENSG00000091542.8|ALKBH5"	3400.7561550374	-1.16491232212329	0.34406109301332	-3.38577173001712	0.000709783989124582	0.0175432191544559
"ENSG00000092529.23|CAPN3"	15.2121489201971	4.18135518971841	1.3610085993253	3.07224744339695	0.00212453530654971	0.0365925054620696
"ENSG00000092820.17|EZR"	5262.62670070508	-1.25702389735493	0.291309613830942	-4.31507865746039	1.59546084379193e-05	0.0012529476242232
"ENSG00000093144.18|ECHDC1"	308.934475866429	1.31735319390126	0.416669265711069	3.16162794405565	0.00156889878979953	0.0300617602247406
"ENSG00000095319.14|NUP188"	343.679880695518	1.49313045100533	0.487921106116462	3.0601882810311	0.0022119788684066	0.0376010285041342
"ENSG00000095370.19|SH2D3C"	936.30991539334	1.52054024319745	0.423246093063707	3.59256770024946	0.000327435547802716	0.0102339955295647
"ENSG00000095397.13|WHRN"	580.548324086837	-2.14483147625414	0.676549749386911	-3.17024945792646	0.00152308117430922	0.029395835448956
"ENSG00000095574.11|IKZF5"	487.704195050313	-1.167142214419	0.328666011833686	-3.55114971550393	0.000383552168395089	0.0113865710773827
"ENSG00000095585.16|BLNK"	225.25999072819	2.80778934170054	0.590734977853555	4.75304399936277	2.00376719949053e-06	0.000290400515402527
"ENSG00000096092.5|TMEM14A"	136.846911629326	1.92744721120259	0.620421946716411	3.10667155055301	0.00189206491115849	0.0338153574144492
"ENSG00000096401.7|CDC5L"	311.201678508386	-1.0691901667426	0.349827703191255	-3.05633360934272	0.00224061802609952	0.0379192490149454
"ENSG00000099194.5|SCD"	50.0447869918843	-5.21910437273557	1.43355379696987	-3.64067562986983	0.000271923543138824	0.00901248466677574
"ENSG00000099338.22|CATSPERG"	106.785787286296	3.8420074712333	0.89871142384226	4.2750179527123	1.91121893639397e-05	0.00143726741446718
"ENSG00000099822.2|HCN2"	15.5788636222294	5.18210503036833	1.72358703211864	3.00658158468416	0.00264203146165328	0.0420351951713339
"ENSG00000099953.9|MMP11"	16.6635811849263	7.164152542073	2.1585947621834	3.31889647264154	0.000903739280918394	0.0207899157523824
"ENSG00000100027.14|YPEL1"	209.242618648922	2.27953144203849	0.700368308895816	3.25476097802361	0.00113487835735541	0.0239950010251457
"ENSG00000100056.11|ESS2"	494.999025121513	-1.70943589181952	0.498837811520706	-3.42683704470658	0.000610655407295391	0.0156261131670997
"ENSG00000100109.16|TFIP11"	408.464465706402	-2.13169811563056	0.601984205342939	-3.54111967840779	0.000398432809317995	0.0116805492859031
"ENSG00000100122.5|CRYBB1"	16.6216707719071	7.74081259839324	2.09960496761608	3.68679476272256	0.000227096364010021	0.007979965095058
"ENSG00000100225.17|FBXO7"	3822.22320155158	-1.0795950302115	0.284599788310539	-3.79337959673221	0.000148610706812515	0.0059526429346862
"ENSG00000100246.12|DNAL4"	482.536765630444	1.81946712434739	0.445784303509636	4.08149661175331	4.4746630156469e-05	0.00248043950380175
"ENSG00000100418.7|DESI1"	754.033967608062	1.16680978165527	0.382260918651011	3.05239098407683	0.00227026178508356	0.0381966687387527
"ENSG00000100603.13|SNW1"	1494.39016003937	-1.16570568557013	0.334299729571206	-3.4870075637373	0.000488457542768936	0.0132657413063414
"ENSG00000100644.16|HIF1A"	844.897089624964	-1.64204274575745	0.514806136993885	-3.18963319929684	0.00142453474643619	0.0280716105410206
"ENSG00000100721.10|TCL1A"	2118.82869356524	3.99122561385091	0.721481285636573	5.53198772207846	3.16622072148006e-08	1.40210807616209e-05
"ENSG00000100889.11|PCK2"	613.978296408269	1.39890420443121	0.395632659235978	3.53586634413016	0.000406440270495964	0.0118238518106691
"ENSG00000100934.14|SEC23A"	238.058158954551	-1.70589373578746	0.505753857082819	-3.372972270794	0.000743614409773271	0.018126454007042
"ENSG00000100938.17|GMPR2"	747.217582481571	1.47592307315362	0.413743474066045	3.5672419401545	0.000360758368566189	0.0109546855460613
"ENSG00000101040.19|ZMYND8"	337.101807212036	1.44097033871726	0.490595015569037	2.93718911319532	0.0033120206444087	0.0488766684770148
"ENSG00000101146.12|RAE1"	703.531002441033	-1.73375036478222	0.27005348615301	-6.42002586035824	1.36251197297041e-10	1.67085891331495e-07
"ENSG00000101181.17|MTG2"	382.169049208719	1.81031054151538	0.480841688837898	3.76487851103459	0.000166630078534151	0.00643200172395021
"ENSG00000101347.8|SAMHD1"	2965.83788036801	2.02968704530191	0.477799271758174	4.24799108176369	2.1569597900287e-05	0.00154773821706964
"ENSG00000101544.8|ADNP2"	205.373122796971	-1.87609465224029	0.495105707249172	-3.78928100559363	0.000151083933998911	0.0060322841909989
"ENSG00000101782.14|RIOK3"	947.014505018367	-1.23925346247478	0.4035148788554	-3.071146883084	0.00213238223398963	0.0365925054620696
"ENSG00000101997.12|CCDC22"	1252.64381890855	1.09654625654899	0.299657863859409	3.65932748243663	0.000252878014973844	0.00852300489368503
"ENSG00000102189.16|EEA1"	185.450161123936	2.08008245611492	0.543211231070093	3.82923315487658	0.000128543180187439	0.00536702291344929
"ENSG00000102225.15|CDK16"	1926.72040977658	-1.36657032175678	0.326408152554811	-4.18669175711627	2.83049808541033e-05	0.00184162262372274
"ENSG00000102309.12|PIN4"	351.685630493115	1.5441029279638	0.43481760787211	3.55115087339783	0.000383550480921534	0.0113865710773827
"ENSG00000102543.14|CDADC1"	203.194088251111	-1.8613672800465	0.428669078220629	-4.34220095317554	1.41062418361269e-05	0.00115323952487967
"ENSG00000102760.12|RGCC"	2204.8934711959	-2.02383779842006	0.610884662989411	-3.31296220225312	0.000923134546497489	0.0211047292349073
"ENSG00000102871.15|TRADD"	3126.31758588592	1.9697815875038	0.342074551942643	5.75834003528587	8.49451107644213e-09	4.66963777864278e-06
"ENSG00000102901.12|CENPT"	851.880354203319	1.16254850704113	0.396352350689645	2.93311873896627	0.00335575525713341	0.049080229641487
"ENSG00000102967.11|DHODH"	198.760010575549	2.77881382395128	0.733564640669565	3.78809674007039	0.000151805743365583	0.0060322841909989
"ENSG00000102977.13|ACD"	1174.070479675	1.21693670162067	0.314628381102481	3.8678541883489	0.000109797282926126	0.00482200629313581
"ENSG00000102978.12|POLR2C"	1047.41276037296	-1.22339556093647	0.391661304990639	-3.12360589455144	0.00178649567072984	0.0325117739529397
"ENSG00000103018.16|CYB5B"	863.413534276069	1.41371617681906	0.250557319046814	5.64228649235716	1.67806565087038e-08	7.8681537076987e-06
"ENSG00000103035.10|PSMD7"	671.79080222518	-1.04582343977033	0.317161494311859	-3.29744769944232	0.000975678436710349	0.021937605687342
"ENSG00000103051.18|COG4"	778.349498719093	1.10210711120865	0.370643175377708	2.97349899963904	0.00294425366382008	0.0453938993313537
"ENSG00000103257.8|SLC7A5"	1303.99906202032	-1.77277422844907	0.555786551787818	-3.18966736914833	0.00142436634120273	0.0280716105410206
"ENSG00000103356.15|EARS2"	111.977471171324	2.8984314110844	0.98574948340691	2.94033267059593	0.00327860031534347	0.0487033253148678
"ENSG00000103404.14|USP31"	17.4293919590034	7.22885965598559	2.21422530155637	3.26473536857538	0.00109566389503579	0.0233574157290414
"ENSG00000103423.13|DNAJA3"	431.341101663332	1.63155197837501	0.452563411125861	3.60513452538316	0.000311991273813342	0.00992767442541375
"ENSG00000103528.16|SYT17"	25.3981042369778	6.88192440467011	1.87919933194309	3.66215775393778	0.000250099761590288	0.00846516008338082
"ENSG00000103653.16|CSK"	3849.25130676118	1.18284818092231	0.340079808345889	3.47814881064406	0.000504889547150634	0.0135504194624165
"ENSG00000103966.10|EHD4"	1625.40959362742	-1.31875630881605	0.421932220472587	-3.12551695468759	0.00177492838006401	0.0324122660194508
"ENSG00000104081.13|BMF"	215.313337319019	-2.96913858070606	0.637182802761522	-4.65979082900221	3.16530876096863e-06	0.000394229314588765
"ENSG00000104142.10|VPS18"	880.088574968498	-1.35638208792345	0.279423312903069	-4.85421947736327	1.20861822245441e-06	0.000202818860024928
"ENSG00000104312.7|RIPK2"	1162.47942876271	-2.15007751214615	0.447735309976809	-4.80211737657571	1.56996615072621e-06	0.000239007304348409
"ENSG00000104517.12|UBR5"	387.826093398575	-1.11549732220356	0.373170100672928	-2.98924624505556	0.0027966664132093	0.0437531461819261
"ENSG00000104518.10|GSDMD"	3529.67095937905	1.2515358836422	0.38202797918956	3.27603199717788	0.00105276632897564	0.0228965904727552
"ENSG00000104524.13|PYCR3"	279.118010849035	4.56479241113923	1.0327575985168	4.42000370434937	9.86992093569089e-06	0.000914803950911536
"ENSG00000104660.17|LEPROTL1"	3115.85489753262	-1.44591146572537	0.451119469866223	-3.20516307166736	0.00134985980276561	0.0270419533756186
"ENSG00000104808.7|DHDH"	16.9295873163878	-18.4935033858677	2.84590969501924	-6.49827484625885	8.12462739500755e-11	1.24336414074896e-07
"ENSG00000104812.14|GYS1"	609.937981893147	1.35661691174938	0.447022467342684	3.03478462685278	0.00240707509984923	0.0394909861548872
"ENSG00000104825.16|NFKBIB"	1038.0069521194	-1.08924120389567	0.351655681716611	-3.09746510728484	0.00195183372480419	0.0345351090353256
"ENSG00000104856.13|RELB"	2445.66288724686	-1.5376591435871	0.342201181228469	-4.49343610699137	7.00830552580657e-06	0.000712418144980536
"ENSG00000104883.7|PEX11G"	77.1309876661855	2.37126265140634	0.738494662007566	3.2109408143319	0.00132301180412415	0.0267658047986641
"ENSG00000104921.14|FCER2"	1125.3074403319	1.85299538572564	0.616654730970156	3.00491554294963	0.0026565460354673	0.042223984942592
"ENSG00000105053.10|VRK3"	1085.82916989136	1.31934225944927	0.362304228229184	3.64153149936381	0.000271020956557546	0.00900128351966749
"ENSG00000105088.8|OLFM2"	49.5768294228986	3.72812091812473	1.27511718576817	2.92374768353452	0.0034584495802283	0.0499860409864003
"ENSG00000105127.8|AKAP8"	908.543174052202	-1.44336310800556	0.330971158183448	-4.36099361626413	1.29473144466787e-05	0.00111570857788622
"ENSG00000105270.14|CLIP3"	29.9941406714325	4.69974183027756	1.51531994810567	3.10148482909685	0.00192552738727366	0.034221580387867
"ENSG00000105325.13|FZR1"	1210.43190362031	-1.63044119146017	0.399217142610855	-4.08409614075484	4.42487094862439e-05	0.00246647876443951
"ENSG00000105327.17|BBC3"	1622.97717822444	-1.55065760613101	0.31414527811566	-4.93611623078448	7.96936236559089e-07	0.000154936066868597
"ENSG00000105472.12|CLEC11A"	494.171714769441	-3.60842591241435	0.876939357451311	-4.11479526121588	3.87523225953528e-05	0.00227966615060928
"ENSG00000105483.17|CARD8"	342.717420930987	1.71192290428214	0.515280572683971	3.32231214416867	0.000892747625045029	0.0206263516499534
"ENSG00000105499.13|PLA2G4C"	109.154929666477	4.11339909514544	0.883773355773676	4.6543597046377	3.24989027982195e-06	0.000401625975511019
"ENSG00000105641.3|SLC5A5"	29.964620637177	-6.60274420182594	1.8684190004921	-3.53386697528067	0.000409527136214497	0.0118703301918755
"ENSG00000105705.15|SUGP1"	454.698840789672	1.11911130353626	0.363056628516769	3.08247037964374	0.00205290160024983	0.035767603618779
"ENSG00000105722.9|ERF"	412.942499773561	-2.15187969603602	0.357791856449289	-6.01433391299394	1.80627848686185e-09	1.37122341131198e-06
"ENSG00000105732.12|ZNF574"	878.664035743066	-1.57722042337053	0.399203544517179	-3.95091788395345	7.78520350097061e-05	0.00369380101822838
"ENSG00000105849.5|TWISTNB"	343.956177716927	-1.08470878966048	0.368368955085209	-2.94462596450228	0.00323345295610659	0.0482375592410754
"ENSG00000105856.13|HBP1"	581.580488289743	-1.78880192396504	0.420504171553167	-4.25394572747746	2.10036228795931e-05	0.00152199889066579
"ENSG00000105953.14|OGDH"	1418.35275905808	1.242042561488	0.244830757225627	5.07306588258181	3.91456892654327e-07	9.57882107646499e-05
"ENSG00000106034.17|CPED1"	56.3510509451539	3.62029235717698	1.20891782549037	2.99465545204322	0.00274755010216955	0.0433248701570593
"ENSG00000106178.6|CCL24"	45.4961130067384	-3.87146901837849	1.05845387413821	-3.65766436589465	0.000254524038536385	0.00856038443533131
"ENSG00000106245.10|BUD31"	3148.63041180237	-1.20667903334988	0.23835858769503	-5.06245252171816	4.1389716120235e-07	9.70345374101157e-05
"ENSG00000106290.14|TAF6"	372.557069466	1.15594094518258	0.369420673719968	3.12906403841063	0.0017536408515884	0.0322114636129782
"ENSG00000106351.12|AGFG2"	336.5989753117	3.16593861789992	0.517378295571261	6.11919488119281	9.40493273807076e-10	8.46940799731988e-07
"ENSG00000106635.7|BCL7B"	2838.01109437611	-1.3975892690526	0.330055191555551	-4.23441080404086	2.29151713989214e-05	0.00160931128828901
"ENSG00000106682.14|EIF4H"	5427.49868588752	-1.06328128977109	0.276068470907337	-3.8515129463226	0.000117390322819704	0.00507164370295861
"ENSG00000107099.15|DOCK8"	1555.88297136787	1.11116012014961	0.29460313180069	3.77171862823696	0.000162127017160963	0.00630397294531726
"ENSG00000107438.8|PDLIM1"	1261.55626949641	1.22725751999764	0.387288437418964	3.16884626914387	0.0015304532196286	0.0294889951870724
"ENSG00000107560.10|RAB11FIP2"	182.813206492803	-1.80278870754316	0.579655571656069	-3.11010330219481	0.00187021923981215	0.0335754900012222
"ENSG00000107651.12|SEC23IP"	510.574443136595	-1.4961715144856	0.444539349840442	-3.36566721263848	0.000763587705940546	0.0184721019849836
"ENSG00000107929.14|LARP4B"	1030.35635499438	1.50360782097382	0.383135356037627	3.92448203299242	8.69165456361857e-05	0.0039816769268163
"ENSG00000107938.17|EDRF1"	265.643139025594	-1.37430455232912	0.428196615887797	-3.20951754716632	0.00132957930952479	0.0268645796608926
"ENSG00000107951.14|MTPAP"	215.371913653012	-1.40227833388542	0.435451726520517	-3.22028424388242	0.00128063550146696	0.0262078192097386
"ENSG00000108091.10|CCDC6"	116.19967644146	-1.89810694956927	0.535651775306974	-3.54354645512282	0.00039478375185754	0.0116133405581571
"ENSG00000108443.13|RPS6KB1"	214.706426046255	-1.30824064417154	0.431562704145302	-3.03140338960123	0.00243419804066255	0.0397927725817868
"ENSG00000108448.21|TRIM16L"	19.4935045398404	4.52438230409308	1.4435288639458	3.13425135935694	0.00172293199202953	0.0318273253962164
"ENSG00000108468.14|CBX1"	224.227235125763	1.96455132638987	0.358109138669492	5.48590112413467	4.1136695549607e-08	1.77243567689685e-05
"ENSG00000108523.15|RNF167"	3338.86645538247	1.01435541931568	0.290070734569609	3.49692436508884	0.000470655253309403	0.0129588705496693
"ENSG00000108528.13|SLC25A11"	1559.84672019786	1.73979228905173	0.421767661392951	4.12500162602747	3.70732137713181e-05	0.00221761377776971
"ENSG00000108592.16|FTSJ3"	301.712614338349	1.6080782445344	0.545196866729598	2.94953684194953	0.00318250626149827	0.0476837545308322
"ENSG00000108622.10|ICAM2"	2256.30178691772	1.2985788154291	0.310841798845342	4.17761967744629	2.94575676255373e-05	0.00187845017234526
"ENSG00000108651.9|UTP6"	183.27076955937	1.89204722466976	0.556489971404488	3.39996643586324	0.000673941252819031	0.0168665171937849
"ENSG00000108771.12|DHX58"	317.850882560979	1.73151090826916	0.53071859656064	3.2625781713517	0.0011040371930856	0.0234987462378781
"ENSG00000108798.8|ABI3"	2911.2127750362	1.49388188987504	0.318512651854573	4.69018069196548	2.72963890480598e-06	0.000365679860675773
"ENSG00000108826.15|MRPL27"	615.514165065965	1.1020949649104	0.323583497968306	3.40590596192377	0.000659448895435727	0.0166343897010069
"ENSG00000109118.13|PHF12"	1009.07710948905	-1.80402929422301	0.396308313243371	-4.55208541920028	5.31167598023873e-06	0.000560786347529575
"ENSG00000109332.19|UBE2D3"	6049.11781133967	-1.03174807188528	0.223623180230336	-4.61377962169468	3.95411682365614e-06	0.000453500218724649
"ENSG00000109519.12|GRPEL1"	1617.33263545237	-1.04622754748427	0.339921890997327	-3.07784692658261	0.00208501985856915	0.0361690822473442
"ENSG00000109572.13|CLCN3"	94.0301748746094	2.18560592209848	0.723820423312753	3.01954165937387	0.00253157474412668	0.0408485471365055
"ENSG00000109775.10|UFSP2"	155.517011186846	1.94448005673314	0.659079145589003	2.9502982604546	0.0031746729511233	0.0476111347006657
"ENSG00000109787.12|KLF3"	3549.67400006583	-1.02532087977047	0.296629065790972	-3.45657589904892	0.000547085117149477	0.0142977556354049
"ENSG00000109790.16|KLHL5"	160.421725145486	-1.72853490906765	0.518430602969724	-3.33416835187987	0.000855548584781404	0.0199111759687374
"ENSG00000109920.12|FNBP4"	933.762394049945	-1.12090536496156	0.35868859442759	-3.12500977832972	0.00177799149384874	0.0324310530834515
"ENSG00000110031.12|LPXN"	791.495028679832	1.20234552674812	0.274344544211273	4.38261139912514	1.17265170409339e-05	0.00103902742458859
"ENSG00000110046.12|ATG2A"	723.271876310296	-1.24780949039223	0.373504916990555	-3.34081141540576	0.000835339415244139	0.0196415648345458
"ENSG00000110367.11|DDX6"	1109.12901904986	-1.37532974782679	0.346603738558757	-3.96801763750636	7.24729713674358e-05	0.00356086629091138
